temps,hr,speed,altitude,distance,activity_type,1,,cadence,1,,power,1,,accumulated_power,1,,step_length,1,,,,,,,
4269,180,2.753,1839.0,14889.0,activity_type,1,,cadence,80,rpm,power,254,watts,accumulated_power,1100716,watts,step_length,1020.0,mm,enhanced_altitude,1839.0,m,enhanced_speed,2.753,m/s
4270,179,2.728,1839.0,14891.5,activity_type,1,,cadence,80,rpm,power,252,watts,accumulated_power,1100968,watts,step_length,1010.0,mm,enhanced_altitude,1839.0,m,enhanced_speed,2.728,m/s
4271,180,2.706,1839.0,14894.0,activity_type,1,,cadence,81,rpm,power,250,watts,accumulated_power,1101218,watts,step_length,1010.0,mm,enhanced_altitude,1839.0,m,enhanced_speed,2.706,m/s
4272,180,2.706,1839.0,14896.5,activity_type,1,,cadence,81,rpm,power,255,watts,accumulated_power,1101473,watts,step_length,1010.0,mm,enhanced_altitude,1839.0,m,enhanced_speed,2.706,m/s
4273,180,2.706,1840.0,14899.0,activity_type,1,,cadence,81,rpm,power,261,watts,accumulated_power,1101734,watts,step_length,1010.0,mm,enhanced_altitude,1840.0,m,enhanced_speed,2.706,m/s
4274,180,2.706,1840.0,14901.5,activity_type,1,,cadence,81,rpm,power,261,watts,accumulated_power,1101995,watts,step_length,1010.0,mm,enhanced_altitude,1840.0,m,enhanced_speed,2.706,m/s
4275,180,2.706,1840.0,14904.0,activity_type,1,,cadence,81,rpm,power,261,watts,accumulated_power,1102256,watts,step_length,1010.0,mm,enhanced_altitude,1840.0,m,enhanced_speed,2.706,m/s
4276,180,2.689,1840.0,14906.5,activity_type,1,,cadence,81,rpm,power,259,watts,accumulated_power,1102515,watts,step_length,1000.0,mm,enhanced_altitude,1840.0,m,enhanced_speed,2.689,m/s
4277,180,2.672,1840.0,14909.0,activity_type,1,,cadence,81,rpm,power,258,watts,accumulated_power,1102773,watts,step_length,990.0,mm,enhanced_altitude,1840.0,m,enhanced_speed,2.672,m/s
4278,180,2.672,1841.0,14911.5,activity_type,1,,cadence,80,rpm,power,277,watts,accumulated_power,1103050,watts,step_length,990.0,mm,enhanced_altitude,1841.0,m,enhanced_speed,2.672,m/s
4279,180,2.672,1841.0,14914.0,activity_type,1,,cadence,80,rpm,power,296,watts,accumulated_power,1103346,watts,step_length,990.0,mm,enhanced_altitude,1841.0,m,enhanced_speed,2.672,m/s
4280,180,2.664,1841.0,14915.5,activity_type,1,,cadence,80,rpm,power,295,watts,accumulated_power,1103641,watts,step_length,990.0,mm,enhanced_altitude,1841.0,m,enhanced_speed,2.664,m/s
4281,179,2.656,1842.0,14917.0,activity_type,1,,cadence,80,rpm,power,294,watts,accumulated_power,1103935,watts,step_length,990.0,mm,enhanced_altitude,1842.0,m,enhanced_speed,2.656,m/s
4282,180,2.656,1842.0,14919.0,activity_type,1,,cadence,80,rpm,power,300,watts,accumulated_power,1104235,watts,step_length,990.0,mm,enhanced_altitude,1842.0,m,enhanced_speed,2.656,m/s
4283,179,2.656,1843.0,14921.0,activity_type,1,,cadence,80,rpm,power,307,watts,accumulated_power,1104542,watts,step_length,990.0,mm,enhanced_altitude,1843.0,m,enhanced_speed,2.656,m/s
4284,179,2.656,1843.0,14923.5,activity_type,1,,cadence,80,rpm,power,307,watts,accumulated_power,1104849,watts,step_length,990.0,mm,enhanced_altitude,1843.0,m,enhanced_speed,2.656,m/s
4285,179,2.656,1843.0,14926.0,activity_type,1,,cadence,80,rpm,power,307,watts,accumulated_power,1105156,watts,step_length,990.0,mm,enhanced_altitude,1843.0,m,enhanced_speed,2.656,m/s
4286,179,2.639,1844.0,14928.5,activity_type,1,,cadence,79,rpm,power,305,watts,accumulated_power,1105461,watts,step_length,980.0,mm,enhanced_altitude,1844.0,m,enhanced_speed,2.639,m/s
4287,179,2.622,1844.0,14931.0,activity_type,1,,cadence,79,rpm,power,303,watts,accumulated_power,1105764,watts,step_length,980.0,mm,enhanced_altitude,1844.0,m,enhanced_speed,2.622,m/s
4288,179,2.608,1845.0,14934.0,activity_type,1,,cadence,79,rpm,power,315,watts,accumulated_power,1106079,watts,step_length,980.0,mm,enhanced_altitude,1845.0,m,enhanced_speed,2.608,m/s
4289,179,2.594,1845.0,14937.0,activity_type,1,,cadence,79,rpm,power,328,watts,accumulated_power,1106407,watts,step_length,980.0,mm,enhanced_altitude,1845.0,m,enhanced_speed,2.594,m/s
4290,179,2.525,1845.0,14940.5,activity_type,1,,cadence,79,rpm,power,319,watts,accumulated_power,1106726,watts,step_length,950.0,mm,enhanced_altitude,1845.0,m,enhanced_speed,2.525,m/s
4291,179,2.458,1846.0,14944.0,activity_type,1,,cadence,80,rpm,power,310,watts,accumulated_power,1107036,watts,step_length,930.0,mm,enhanced_altitude,1846.0,m,enhanced_speed,2.458,m/s
4292,180,2.456,1846.0,14946.5,activity_type,1,,cadence,80,rpm,power,324,watts,accumulated_power,1107360,watts,step_length,930.0,mm,enhanced_altitude,1846.0,m,enhanced_speed,2.456,m/s
4293,180,2.456,1847.0,14949.0,activity_type,1,,cadence,80,rpm,power,338,watts,accumulated_power,1107698,watts,step_length,930.0,mm,enhanced_altitude,1847.0,m,enhanced_speed,2.456,m/s
4294,180,2.461,1847.0,14951.5,activity_type,1,,cadence,80,rpm,power,339,watts,accumulated_power,1108037,watts,step_length,930.0,mm,enhanced_altitude,1847.0,m,enhanced_speed,2.461,m/s
4295,180,2.469,1847.0,14954.0,activity_type,1,,cadence,81,rpm,power,340,watts,accumulated_power,1108377,watts,step_length,930.0,mm,enhanced_altitude,1847.0,m,enhanced_speed,2.469,m/s
4296,180,2.472,1847.0,14955.0,activity_type,1,,cadence,81,rpm,power,340,watts,accumulated_power,1108717,watts,step_length,930.0,mm,enhanced_altitude,1847.0,m,enhanced_speed,2.472,m/s
4297,180,2.478,1847.0,14956.0,activity_type,1,,cadence,81,rpm,power,341,watts,accumulated_power,1109058,watts,step_length,930.0,mm,enhanced_altitude,1847.0,m,enhanced_speed,2.478,m/s
4298,180,2.492,1848.0,14957.0,activity_type,1,,cadence,70,rpm,power,336,watts,accumulated_power,1109394,watts,step_length,930.0,mm,enhanced_altitude,1848.0,m,enhanced_speed,2.492,m/s
4299,180,2.508,1848.0,14958.0,activity_type,1,,cadence,60,rpm,power,331,watts,accumulated_power,1109725,watts,step_length,930.0,mm,enhanced_altitude,1848.0,m,enhanced_speed,2.508,m/s
4300,180,2.511,1848.0,14959.5,activity_type,1,,cadence,60,rpm,power,331,watts,accumulated_power,1110056,watts,step_length,930.0,mm,enhanced_altitude,1848.0,m,enhanced_speed,2.511,m/s
4301,180,2.514,1849.0,14961.0,activity_type,1,,cadence,60,rpm,power,332,watts,accumulated_power,1110388,watts,step_length,940.0,mm,enhanced_altitude,1849.0,m,enhanced_speed,2.514,m/s
4302,181,2.167,1849.0,14961.5,activity_type,1,,cadence,59,rpm,power,308,watts,accumulated_power,1110696,watts,step_length,880.0,mm,enhanced_altitude,1849.0,m,enhanced_speed,2.167,m/s
4303,181,1.822,1850.0,14962.0,activity_type,1,,cadence,59,rpm,power,285,watts,accumulated_power,1110981,watts,step_length,820.0,mm,enhanced_altitude,1850.0,m,enhanced_speed,1.822,m/s
4304,181,1.825,1850.0,14962.0,activity_type,1,,cadence,59,rpm,power,285,watts,accumulated_power,1111266,watts,step_length,820.0,mm,enhanced_altitude,1850.0,m,enhanced_speed,1.825,m/s
4305,181,1.831,1850.0,14962.0,activity_type,1,,cadence,58,rpm,power,286,watts,accumulated_power,1111552,watts,step_length,820.0,mm,enhanced_altitude,1850.0,m,enhanced_speed,1.831,m/s
4306,181,1.639,1851.0,14965.5,activity_type,1,,cadence,58,rpm,power,256,watts,accumulated_power,1111808,watts,step_length,760.0,mm,enhanced_altitude,1851.0,m,enhanced_speed,1.639,m/s
4307,181,1.447,1851.0,14969.0,activity_type,1,,cadence,58,rpm,power,226,watts,accumulated_power,1112034,watts,step_length,700.0,mm,enhanced_altitude,1851.0,m,enhanced_speed,1.447,m/s
4308,181,1.489,1852.0,14972.0,activity_type,1,,cadence,58,rpm,power,259,watts,accumulated_power,1112293,watts,step_length,730.0,mm,enhanced_altitude,1852.0,m,enhanced_speed,1.489,m/s
4309,181,1.531,1852.0,14975.0,activity_type,1,,cadence,58,rpm,power,293,watts,accumulated_power,1112586,watts,step_length,770.0,mm,enhanced_altitude,1852.0,m,enhanced_speed,1.531,m/s
4310,181,1.475,1852.0,14977.5,activity_type,1,,cadence,69,rpm,power,282,watts,accumulated_power,1112868,watts,step_length,740.0,mm,enhanced_altitude,1852.0,m,enhanced_speed,1.475,m/s
4311,181,1.422,1853.0,14980.0,activity_type,1,,cadence,80,rpm,power,272,watts,accumulated_power,1113140,watts,step_length,710.0,mm,enhanced_altitude,1853.0,m,enhanced_speed,1.422,m/s
4312,182,1.414,1853.0,14983.0,activity_type,1,,cadence,80,rpm,power,281,watts,accumulated_power,1113421,watts,step_length,700.0,mm,enhanced_altitude,1853.0,m,enhanced_speed,1.414,m/s
4313,181,1.406,1854.0,14986.0,activity_type,1,,cadence,80,rpm,power,291,watts,accumulated_power,1113712,watts,step_length,700.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,1.406,m/s
4314,182,1.944,1854.0,14988.0,activity_type,1,,cadence,80,rpm,power,274,watts,accumulated_power,1113986,watts,step_length,850.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,1.944,m/s
4315,182,2.486,1854.0,14990.0,activity_type,1,,cadence,80,rpm,power,257,watts,accumulated_power,1114243,watts,step_length,1000.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,2.486,m/s
4316,182,2.494,1854.0,14992.5,activity_type,1,,cadence,80,rpm,power,258,watts,accumulated_power,1114501,watts,step_length,980.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,2.494,m/s
4317,181,2.503,1854.0,14995.0,activity_type,1,,cadence,80,rpm,power,259,watts,accumulated_power,1114760,watts,step_length,960.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,2.503,m/s
4318,182,2.508,1854.0,14997.5,activity_type,1,,cadence,80,rpm,power,275,watts,accumulated_power,1115035,watts,step_length,960.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,2.508,m/s
4319,182,2.514,1854.0,15000.0,activity_type,1,,cadence,80,rpm,power,291,watts,accumulated_power,1115326,watts,step_length,960.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,2.514,m/s
4320,182,2.544,1854.0,15003.0,activity_type,1,,cadence,80,rpm,power,294,watts,accumulated_power,1115620,watts,step_length,960.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,2.544,m/s
4321,181,2.578,1854.0,15006.0,activity_type,1,,cadence,80,rpm,power,298,watts,accumulated_power,1115918,watts,step_length,970.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,2.578,m/s
4322,181,2.6,1854.0,15008.5,activity_type,1,,cadence,80,rpm,power,287,watts,accumulated_power,1116205,watts,step_length,970.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,2.6,m/s
4323,181,2.622,1855.0,15011.0,activity_type,1,,cadence,80,rpm,power,277,watts,accumulated_power,1116482,watts,step_length,980.0,mm,enhanced_altitude,1855.0,m,enhanced_speed,2.622,m/s
4324,181,2.639,1855.0,15013.5,activity_type,1,,cadence,80,rpm,power,279,watts,accumulated_power,1116761,watts,step_length,980.0,mm,enhanced_altitude,1855.0,m,enhanced_speed,2.639,m/s
4325,181,2.656,1855.0,15016.0,activity_type,1,,cadence,80,rpm,power,281,watts,accumulated_power,1117042,watts,step_length,990.0,mm,enhanced_altitude,1855.0,m,enhanced_speed,2.656,m/s
4326,181,2.631,1856.0,15018.5,activity_type,1,,cadence,80,rpm,power,278,watts,accumulated_power,1117320,watts,step_length,980.0,mm,enhanced_altitude,1856.0,m,enhanced_speed,2.631,m/s
4327,180,2.606,1856.0,15021.0,activity_type,1,,cadence,80,rpm,power,275,watts,accumulated_power,1117595,watts,step_length,980.0,mm,enhanced_altitude,1856.0,m,enhanced_speed,2.606,m/s
4328,180,2.583,1857.0,15023.5,activity_type,1,,cadence,80,rpm,power,267,watts,accumulated_power,1117862,watts,step_length,970.0,mm,enhanced_altitude,1857.0,m,enhanced_speed,2.583,m/s
4329,180,2.561,1857.0,15026.0,activity_type,1,,cadence,80,rpm,power,259,watts,accumulated_power,1118121,watts,step_length,960.0,mm,enhanced_altitude,1857.0,m,enhanced_speed,2.561,m/s
4330,180,2.55,1857.0,15028.5,activity_type,1,,cadence,80,rpm,power,258,watts,accumulated_power,1118379,watts,step_length,950.0,mm,enhanced_altitude,1857.0,m,enhanced_speed,2.55,m/s
4331,180,2.542,1857.0,15031.0,activity_type,1,,cadence,80,rpm,power,257,watts,accumulated_power,1118636,watts,step_length,950.0,mm,enhanced_altitude,1857.0,m,enhanced_speed,2.542,m/s
4332,180,2.539,1857.0,15033.5,activity_type,1,,cadence,80,rpm,power,269,watts,accumulated_power,1118905,watts,step_length,950.0,mm,enhanced_altitude,1857.0,m,enhanced_speed,2.539,m/s
4333,180,2.539,1858.0,15036.0,activity_type,1,,cadence,80,rpm,power,281,watts,accumulated_power,1119186,watts,step_length,950.0,mm,enhanced_altitude,1858.0,m,enhanced_speed,2.539,m/s
4334,180,2.539,1858.0,15038.5,activity_type,1,,cadence,80,rpm,power,281,watts,accumulated_power,1119467,watts,step_length,950.0,mm,enhanced_altitude,1858.0,m,enhanced_speed,2.539,m/s
4335,179,2.542,1858.0,15041.0,activity_type,1,,cadence,80,rpm,power,281,watts,accumulated_power,1119748,watts,step_length,950.0,mm,enhanced_altitude,1858.0,m,enhanced_speed,2.542,m/s
4336,179,2.544,1858.0,15044.0,activity_type,1,,cadence,80,rpm,power,281,watts,accumulated_power,1120029,watts,step_length,950.0,mm,enhanced_altitude,1858.0,m,enhanced_speed,2.544,m/s
4337,179,2.547,1858.0,15047.0,activity_type,1,,cadence,81,rpm,power,282,watts,accumulated_power,1120311,watts,step_length,950.0,mm,enhanced_altitude,1858.0,m,enhanced_speed,2.547,m/s
4338,179,2.553,1859.0,15049.5,activity_type,1,,cadence,81,rpm,power,282,watts,accumulated_power,1120593,watts,step_length,950.0,mm,enhanced_altitude,1859.0,m,enhanced_speed,2.553,m/s
4339,179,2.558,1859.0,15052.0,activity_type,1,,cadence,81,rpm,power,283,watts,accumulated_power,1120876,watts,step_length,950.0,mm,enhanced_altitude,1859.0,m,enhanced_speed,2.558,m/s
4340,179,2.564,1859.0,15054.5,activity_type,1,,cadence,80,rpm,power,283,watts,accumulated_power,1121159,watts,step_length,950.0,mm,enhanced_altitude,1859.0,m,enhanced_speed,2.564,m/s
4341,179,2.569,1859.0,15057.0,activity_type,1,,cadence,80,rpm,power,284,watts,accumulated_power,1121443,watts,step_length,950.0,mm,enhanced_altitude,1859.0,m,enhanced_speed,2.569,m/s
4342,179,2.569,1859.0,15060.0,activity_type,1,,cadence,80,rpm,power,278,watts,accumulated_power,1121721,watts,step_length,950.0,mm,enhanced_altitude,1859.0,m,enhanced_speed,2.569,m/s
4343,179,2.572,1860.0,15063.0,activity_type,1,,cadence,80,rpm,power,272,watts,accumulated_power,1121993,watts,step_length,960.0,mm,enhanced_altitude,1860.0,m,enhanced_speed,2.572,m/s
4344,179,2.572,1860.0,15065.0,activity_type,1,,cadence,80,rpm,power,272,watts,accumulated_power,1122265,watts,step_length,960.0,mm,enhanced_altitude,1860.0,m,enhanced_speed,2.572,m/s
4345,178,2.572,1860.0,15067.0,activity_type,1,,cadence,80,rpm,power,272,watts,accumulated_power,1122537,watts,step_length,960.0,mm,enhanced_altitude,1860.0,m,enhanced_speed,2.572,m/s
4346,179,2.572,1861.0,15069.0,activity_type,1,,cadence,79,rpm,power,272,watts,accumulated_power,1122809,watts,step_length,960.0,mm,enhanced_altitude,1861.0,m,enhanced_speed,2.572,m/s
4347,179,2.572,1861.0,15071.0,activity_type,1,,cadence,79,rpm,power,272,watts,accumulated_power,1123081,watts,step_length,960.0,mm,enhanced_altitude,1861.0,m,enhanced_speed,2.572,m/s
4348,179,2.569,1862.0,15073.5,activity_type,1,,cadence,79,rpm,power,284,watts,accumulated_power,1123365,watts,step_length,960.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,2.569,m/s
4349,179,2.567,1862.0,15076.0,activity_type,1,,cadence,79,rpm,power,297,watts,accumulated_power,1123662,watts,step_length,960.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,2.567,m/s
4350,179,2.567,1862.0,15078.5,activity_type,1,,cadence,79,rpm,power,297,watts,accumulated_power,1123959,watts,step_length,960.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,2.567,m/s
4351,180,2.567,1862.0,15081.0,activity_type,1,,cadence,80,rpm,power,297,watts,accumulated_power,1124256,watts,step_length,970.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,2.567,m/s
4352,179,2.553,1862.0,15083.0,activity_type,1,,cadence,80,rpm,power,295,watts,accumulated_power,1124551,watts,step_length,960.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,2.553,m/s
4353,180,2.542,1863.0,15085.0,activity_type,1,,cadence,80,rpm,power,294,watts,accumulated_power,1124845,watts,step_length,950.0,mm,enhanced_altitude,1863.0,m,enhanced_speed,2.542,m/s
4354,180,2.542,1863.0,15087.5,activity_type,1,,cadence,80,rpm,power,294,watts,accumulated_power,1125139,watts,step_length,950.0,mm,enhanced_altitude,1863.0,m,enhanced_speed,2.542,m/s
4355,180,2.542,1863.0,15090.0,activity_type,1,,cadence,80,rpm,power,294,watts,accumulated_power,1125433,watts,step_length,950.0,mm,enhanced_altitude,1863.0,m,enhanced_speed,2.542,m/s
4356,180,2.542,1863.0,15092.5,activity_type,1,,cadence,80,rpm,power,294,watts,accumulated_power,1125727,watts,step_length,950.0,mm,enhanced_altitude,1863.0,m,enhanced_speed,2.542,m/s
4357,180,2.542,1863.0,15095.0,activity_type,1,,cadence,80,rpm,power,294,watts,accumulated_power,1126021,watts,step_length,950.0,mm,enhanced_altitude,1863.0,m,enhanced_speed,2.542,m/s
4358,180,2.531,1864.0,15097.5,activity_type,1,,cadence,80,rpm,power,292,watts,accumulated_power,1126313,watts,step_length,940.0,mm,enhanced_altitude,1864.0,m,enhanced_speed,2.531,m/s
4359,180,2.519,1864.0,15100.0,activity_type,1,,cadence,80,rpm,power,291,watts,accumulated_power,1126604,watts,step_length,940.0,mm,enhanced_altitude,1864.0,m,enhanced_speed,2.519,m/s
4360,180,2.519,1864.0,15103.0,activity_type,1,,cadence,80,rpm,power,291,watts,accumulated_power,1126895,watts,step_length,940.0,mm,enhanced_altitude,1864.0,m,enhanced_speed,2.519,m/s
4361,180,2.519,1865.0,15106.0,activity_type,1,,cadence,80,rpm,power,291,watts,accumulated_power,1127186,watts,step_length,940.0,mm,enhanced_altitude,1865.0,m,enhanced_speed,2.519,m/s
4362,180,2.514,1865.0,15109.0,activity_type,1,,cadence,80,rpm,power,284,watts,accumulated_power,1127470,watts,step_length,940.0,mm,enhanced_altitude,1865.0,m,enhanced_speed,2.514,m/s
4363,180,2.508,1866.0,15112.0,activity_type,1,,cadence,80,rpm,power,277,watts,accumulated_power,1127747,watts,step_length,940.0,mm,enhanced_altitude,1866.0,m,enhanced_speed,2.508,m/s
4364,180,2.508,1866.0,15116.0,activity_type,1,,cadence,80,rpm,power,277,watts,accumulated_power,1128024,watts,step_length,940.0,mm,enhanced_altitude,1866.0,m,enhanced_speed,2.508,m/s
4365,180,2.508,1866.0,15120.0,activity_type,1,,cadence,80,rpm,power,277,watts,accumulated_power,1128301,watts,step_length,940.0,mm,enhanced_altitude,1866.0,m,enhanced_speed,2.508,m/s
4366,180,2.508,1867.0,15123.5,activity_type,1,,cadence,80,rpm,power,277,watts,accumulated_power,1128578,watts,step_length,940.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.508,m/s
4367,180,2.508,1867.0,15127.0,activity_type,1,,cadence,80,rpm,power,277,watts,accumulated_power,1128855,watts,step_length,940.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.508,m/s
4368,180,2.519,1868.0,15129.5,activity_type,1,,cadence,80,rpm,power,291,watts,accumulated_power,1129146,watts,step_length,940.0,mm,enhanced_altitude,1868.0,m,enhanced_speed,2.519,m/s
4369,180,2.531,1867.0,15132.0,activity_type,1,,cadence,81,rpm,power,306,watts,accumulated_power,1129452,watts,step_length,950.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.531,m/s
4370,180,2.531,1867.0,15135.0,activity_type,1,,cadence,81,rpm,power,306,watts,accumulated_power,1129758,watts,step_length,940.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.531,m/s
4371,180,2.531,1867.0,15138.0,activity_type,1,,cadence,81,rpm,power,306,watts,accumulated_power,1130064,watts,step_length,940.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.531,m/s
4372,180,2.561,1867.0,15141.5,activity_type,1,,cadence,81,rpm,power,243,watts,accumulated_power,1130307,watts,step_length,950.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.561,m/s
4373,181,2.592,1867.0,15145.0,activity_type,1,,cadence,81,rpm,power,181,watts,accumulated_power,1130488,watts,step_length,960.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.592,m/s
4374,181,2.592,1867.0,15148.0,activity_type,1,,cadence,81,rpm,power,181,watts,accumulated_power,1130669,watts,step_length,960.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.592,m/s
4375,180,2.592,1867.0,15151.0,activity_type,1,,cadence,81,rpm,power,181,watts,accumulated_power,1130850,watts,step_length,960.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.592,m/s
4376,180,2.592,1867.0,15156.0,activity_type,1,,cadence,81,rpm,power,181,watts,accumulated_power,1131031,watts,step_length,960.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.592,m/s
4377,181,2.592,1867.0,15161.0,activity_type,1,,cadence,81,rpm,power,181,watts,accumulated_power,1131212,watts,step_length,960.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.592,m/s
4378,180,2.631,1867.0,15165.0,activity_type,1,,cadence,81,rpm,power,184,watts,accumulated_power,1131396,watts,step_length,970.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.631,m/s
